scorer,,,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor,Victor
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img08381.png,949.598823651422,791.7102019349009,1019.1811754596504,769.0203046061308,,,883.0417914870294,796.248181400655,955.649462939094,700.9506126198203,935.9848852541596,806.8368001540812,878.5038120212754,716.0772108390004,846.7379557609971,648.0075188526898,819.5100789664729,772.0456242499667,728.7504896513923,672.210076003378,414.11724669244575,676.748055469132
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img09982.png,274.9525430759888,207.82351067454877,309.74371898010304,132.19051957864804,,,276.4652028979068,182.10829370194256,137.30049928144967,65.63348741425557,202.34487162392415,86.81072492110798,173.60433500748195,159.4183963731723,99.48400373349943,168.49435530468045,215.9588100211863,191.18425263345057,172.091675185564,295.5577803457933,353.61085381572536,542.1213313184292
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img11764.png,804.3834807472928,245.64000622249895,842.1999762952431,225.9754285375648,,,739.3391084048181,242.6146865786629,796.8201816377026,109.500622249878,771.1049646650964,185.13361334577849,713.623891432212,142.77913833207413,678.832715528098,88.32338474302583,607.7377038979513,189.6715928115326,560.8452494184929,147.31711779782813,267.3892439663987,192.69691245536853
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img12204.png,302.180419870513,767.5076447842127,228.0600885965304,785.6595626472289,,,336.9715957746272,775.0709438938028,314.28169844585705,879.4444716061455,294.61712076092294,812.887439441753,385.3767100760036,874.9064921403915,488.2375779664284,968.6914010993082,467.0603404595762,859.7798939212114,545.7186511993128,905.1596885787516,858.8392343363411,873.3938323184735
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img13720.png,294.61712076092294,324.2983169622355,277.9778627198248,277.40586248277714,,,308.23105915818496,378.7540705512839,184.19295376090804,398.418648236218,256.8006252129726,389.34268930471,214.44615019926837,455.8997214691025,134.27517963761375,519.4314339896589,217.47146984310427,626.8302813458378,190.24359304858007,585.9884661540515,392.9400091855937,775.0709438938028
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img13770.png,287.0538216513329,287.9944812362032,252.26264574721856,230.5134080033189,,,294.61712076092283,340.9375750033337,205.37019126776025,303.12107945538344,258.31328503489067,386.317369660874,202.34487162392415,407.4946071677261,135.7878394595317,511.8681348800689,240.16136717187453,490.6908973732168,208.39551091159623,573.8871875787073,397.4779886513477,773.5582840718848
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img14451.png,,,426.2185252677899,716.0772108390004,457.9843815280682,625.3176215239197,344.53489488421724,644.9821992088539,441.34512348697,619.2669822362477,385.3767100760036,679.7733751129681,380.8387306102495,592.0391054417234,380.8387306102495,498.2541964828068,288.56648147325086,564.8112286471993,297.642440404759,449.8490821814304,79.81942604856533,207.82351067454877
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img16447.png,,,418.65522615819975,696.4126331540663,385.3767100760036,616.2416625924117,,,377.8134109664136,626.8302813458378,293.10446093900487,688.8493340444761,284.02850200749685,614.7290027704936,281.0031823636608,545.1466509622651,169.06635554172794,557.2479295376093,209.90817073351425,469.5136598663646,359.66149310339745,269.8425633731871
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img17727.png,442.8577833088881,572.3745277567893,432.269164555462,504.3048357704788,,,439.83246366505193,595.0644250855595,350.5855341718893,584.4758063321334,420.1678859801178,652.545498318444,352.0981939938073,657.083477784198,265.8765841444807,676.748055469132,350.5855341718893,738.7671081677705,261.3386046787267,775.0709438938028,17.800373349926872,699.4379527979022
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img18897.png,,,503.36417618560847,914.2356475102598,,,,,510.9274752951984,876.4191519623095,447.3957627746421,902.1343689349158,471.5983199253302,800.786160866409,500.3388565417725,731.2038090581805,392.9400091855937,747.8430670992786,423.193205623954,637.4189000992639,173.60433500748195,466.48834022252856
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img20731.png,246.2120064595466,569.3492081129533,170.57901536364602,610.1910233047396,,,274.9525430759888,561.7859090033633,285.5411618294148,637.4189000992639,271.9272234321527,582.9631465102154,339.99691541846323,651.0328384965259,370.2501118568234,731.2038090581805,426.2185252677899,632.8809206335097,483.6995985006744,697.9252929759842,755.9783664459163,623.8049617020017
labeled-data,FoxP2_118_190522_IPSI_GP_comp,img21300.png,851.2759352267511,531.5327125650031,954.136803117176,483.12759826362674,,,,,872.4531727336033,439.2604634280044,884.5544513089473,516.406114345823,798.3328414596207,492.2035571951348,707.5732521445399,449.8490821814304,745.3897476924902,578.4251670444614,651.6048387335735,525.482073277331,394.4526690075117,413.5452464553982
